representative,taxID,id_method,taxon,rank,score,kingdom,phylum,class,order,family,genus,species,path,scores,reason,NNtaxID,NNtaxon,NNrank,NNdistance
Zotu615,2759,insect,Eukaryota,superkingdom,1,,,,,,,,2212111112,dddddddddd,2,66473,Pentapharsodinium tyrrhenicum,species,0.0767
Zotu616,2759,insect,Eukaryota,superkingdom,1,,,,,,,,2.21211E+14,ddddddddddddddd,2,60594,Gyrodinium,genus,0.0285
Zotu617,2759,insect,Eukaryota,superkingdom,0.8571,,,,,,,,2122121221,dddddddddV,2,1434801,Caligus uniartus,species,0.0545
Zotu618,3041,insect,Chlorophyta,phylum,1,Viridiplantae,Chlorophyta,,,,,,1111211112,Vddddddddd,2,3083,Edaphochlorella mirabilis,species,0.0426
Zotu619,2759,insect,Eukaryota,superkingdom,1,,,,,,,,2212111112,dddddddddd,2,340370,Syndinium turbo,species,0.0789
Zotu620,2759,insect,Eukaryota,superkingdom,1,,,,,,,,2.21212E+24,ddddddddddddddddddddddddd,2,46947,Geminigera cryophila,species,0.0525
Zotu621,2759,insect,Eukaryota,superkingdom,1,,,,,,,,2.21212E+24,dddddddddd^dddddddddddddd,2,407301,Karlodinium veneficum,species,0.0835
Zotu622,102320,insect,Hyotissa,genus,NA,Metazoa,Mollusca,Bivalvia,Ostreida,Gryphaeidae,Hyotissa,,NA,NA,-1,102321,Hyotissa hyotis,species,0.0132
Zotu623,2759,insect,Eukaryota,superkingdom,1,,,,,,,,2.21212E+22,ddddddddddddddddddddddd,2,931200,Penetretus temporalis,species,0.1188
Zotu624,2759,insect,Eukaryota,superkingdom,1,,,,,,,,2.21212E+21,ddddddddddddddddddHddd,2,264068,Pennaria disticha,species,0.0925
Zotu625,2759,insect,Eukaryota,superkingdom,1,,,,,,,,2.21122E+18,ddddddddddddddddddd,2,114254,Rhizidiomyces apophysatus,species,0.0713
Zotu626,2759,insect,Eukaryota,superkingdom,1,,,,,,,,2.21212E+24,ddddddddddddddddddddddddd,2,407301,Karlodinium veneficum,species,0.0459
Zotu627,131567,insect,cellular organisms,no rank,1,,,,,,,,2212212,ddddddd,3,114254,Rhizidiomyces apophysatus,species,0.0495
Zotu628,1315712,insect,Picomonas,genus,NA,,Picozoa,Picomonadea,Picomonadida,Picomonadidae,Picomonas,,NA,NA,-1,1315715,Picomonas judraskeda,species,0.0165
Zotu629,46946,insect,Geminigera,genus,NA,,,Cryptophyceae,Pyrenomonadales,Geminigeraceae,Geminigera,,NA,NA,-1,46947,Geminigera cryophila,species,0.0159
Zotu630,2759,insect,Eukaryota,superkingdom,1,,,,,,,,2.21212E+21,dddddddddddddddddddddd,2,232288,Telonema antarcticum,species,0.0391
Zotu631,131567,insect,cellular organisms,no rank,NA,,,,,,,,NA,NA,-1,184115,Cyathus bulleri,species,0.0114
Zotu632,1315712,insect,Picomonas,genus,NA,,Picozoa,Picomonadea,Picomonadida,Picomonadidae,Picomonas,,NA,NA,-1,1315715,Picomonas judraskeda,species,0.0081
Zotu633,211030,insect,Oligotrichia,subclass,NA,,Ciliophora,Spirotrichea,,,,,NA,NA,-1,395882,Varistrombidium kielum,species,0.0108
Zotu634,66801,insect,Gymnodiniaceae,family,NA,,,Dinophyceae,Gymnodiniales,Gymnodiniaceae,,,NA,NA,-1,66470,Lepidodinium,genus,0.0087
Zotu635,1486022,insect,Azadinium dexteroporum,species,NA,,,Dinophyceae,Gonyaulacales,Amphidomataceae,Azadinium,Azadinium dexteroporum,NA,NA,-1,1486022,Azadinium dexteroporum,species,0
Zotu636,2759,insect,Eukaryota,superkingdom,1,,,,,,,,2212111112,dddddddddd,2,66473,Pentapharsodinium tyrrhenicum,species,0.0654
Zotu637,41873,insect,Mamiellaceae,family,0.9965,Viridiplantae,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,,,2.22112E+15,ddddddddddddddLd,2,13608,Mantoniella squamata,species,0.0275
Zotu638,543769,insect,Rhizaria,clade,1,,,,,,,,2.21212E+21,dddddddddddddddddddddd,2,151027,Cryothecomonas longipes,species,0.0641
Zotu639,116571,insect,Podoplea,superorder,0.979,Metazoa,Arthropoda,Hexanauplia,,,,,2.12212E+14,ddddddddddddd]b,2,1109207,Mecomerinx heterocentroti,species,0.028
Zotu640,543769,insect,Rhizaria,clade,1,,,,,,,,2.21212E+18,ddddddddddLdddd<ddd,2,1492817,Colponema vietnamica,species,0.0931
Zotu641,2864,insect,Dinophyceae,class,1,,,Dinophyceae,,,,,2.21211E+17,dddddddddddddHdbdd,2,1486022,Azadinium dexteroporum,species,0.0254
Zotu642,363324,insect,Blastodinium,genus,NA,,,Dinophyceae,Blastodiniales,,Blastodinium,,NA,NA,-1,363324,Blastodinium,genus,0.0147
Zotu643,131567,insect,cellular organisms,no rank,1,,,,,,,,2122121,ddddddd,3,580051,Nemesis lamna,species,0.0296
Zotu644,2759,insect,Eukaryota,superkingdom,1,,,,,,,,2.21212E+24,ddddddddddddddddddddddddd,2,407301,Karlodinium veneficum,species,0.051
Zotu645,2759,insect,Eukaryota,superkingdom,1,,,,,,,,2.21212E+21,ddddddddddcddddddddddd,2,2049697,Prorocentrum aff. foraminosum,species,0.1384
Zotu646,43686,insect,Pelagodinium beii,species,NA,,,Dinophyceae,Suessiales,Suessiaceae,Pelagodinium,Pelagodinium beii,NA,NA,-1,43686,Pelagodinium beii,species,0
Zotu647,2759,insect,Eukaryota,superkingdom,1,,,,,,,,2.21212E+14,ddddddddddddddd,3,117008,Cryptosporidium andersoni,species,0.1392
Zotu648,2864,insect,Dinophyceae,class,1,,,Dinophyceae,,,,,2.21211E+16,dddddKddddddddddd,2,407301,Karlodinium veneficum,species,0.023
Zotu649,6072,insect,Eumetazoa,clade,1,Metazoa,,,,,,,2122121212,dddddddddd,2,1109190,Astericola clausii,species,0.0418
Zotu650,543769,insect,Rhizaria,clade,1,,,,,,,,2.21212E+18,ddddddddddddddd^ddd,2,66527,Balamuthia mandrillaris,species,0.0827
Zotu651,2759,insect,Eukaryota,superkingdom,1,,,,,,,,2.21212E+24,ddddddddddddddddddddddddd,2,407301,Karlodinium veneficum,species,0.0747
Zotu652,2759,insect,Eukaryota,superkingdom,1,,,,,,,,2.21212E+23,dddddddddddddddddddddddd,2,987156,Stylochlamydium venustum,species,0.0486
Zotu653,33630,insect,Alveolata,clade,1,,,,,,,,2.21211E+12,ddddddddddddd,2,66473,Pentapharsodinium tyrrhenicum,species,0.0507
Zotu654,131567,insect,cellular organisms,no rank,NA,,,,,,,,NA,NA,-1,1930190,Suillus alpinus,species,0.0107
Zotu655,2759,insect,Eukaryota,superkingdom,1,,,,,,,,2.21212E+12,ddddddddddcdd,3,107757,Gymnodinium aureolum,species,0.0852
Zotu656,2759,insect,Eukaryota,superkingdom,1,,,,,,,,2.21212E+17,dddddddddddddddAdd,2,201731,Alexandrium tamiyavanichii,species,0.1379
Zotu657,2698737,insect,Sar,clade,0.7312,,,,,,,,2.21211E+13,dddddddddddbdI,2,60594,Gyrodinium,genus,0.046
Zotu658,2759,insect,Eukaryota,superkingdom,1,,,,,,,,2.21212E+12,ddddddddddbdd,3,1132513,Euduboscquella crenulata,species,0.0935
Zotu659,2759,insect,Eukaryota,superkingdom,1,,,,,,,,2212111112,dddddddddd,2,66473,Pentapharsodinium tyrrhenicum,species,0.0804
Zotu660,35140,insect,Chrysochromulina,genus,NA,,Haptophyta,,Prymnesiales,Chrysochromulinaceae,Chrysochromulina,,NA,NA,-1,412157,Chrysochromulina rotalis,species,0.0027
Zotu661,131567,insect,cellular organisms,no rank,1,,,,,,,,2122121222,dddddddddd,2,298513,Exumella mediterranea,species,0.044
Zotu662,2864,insect,Dinophyceae,class,1,,,Dinophyceae,,,,,2.21211E+12,ddddddddddddd,2,858351,Tintinnophagus acutus,species,0.1051
Zotu663,1,insect,root,no rank,1,,,,,,,,221212221,ddddddddd,2,161568,Joeropsis coralicola,species,0.1226
Zotu664,2864,insect,Dinophyceae,class,1,,,Dinophyceae,,,,,2.21211E+16,ddddddddddddddddd,2,114254,Rhizidiomyces apophysatus,species,0.0385
Zotu665,41873,insect,Mamiellaceae,family,0.7662,Viridiplantae,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,,,2.22112E+15,dddddddddddddddM,2,38833,Micromonas pusilla,species,0.0226
Zotu666,2759,insect,Eukaryota,superkingdom,1,,,,,,,,2.21212E+24,ddddddddddddddddddddddddd,2,407301,Karlodinium veneficum,species,0.0436
Zotu667,35140,insect,Chrysochromulina,genus,NA,,Haptophyta,,Prymnesiales,Chrysochromulinaceae,Chrysochromulina,,NA,NA,-1,412158,Chrysochromulina simplex,species,0.0156
Zotu668,2759,insect,Eukaryota,superkingdom,1,,,,,,,,2.21212E+21,dddddddddddddddddddddd,3,157576,Closterium spinosporum var. crassum (nom. inval.),varietas,0.0854
Zotu669,6072,insect,Eumetazoa,clade,0.736,Metazoa,,,,,,,212212121,ddddddddJ,2,1109190,Astericola clausii,species,0.0502
Zotu670,2864,insect,Dinophyceae,class,1,,,Dinophyceae,,,,,2.21211E+16,ddddddddddddddddd,2,407301,Karlodinium veneficum,species,0.0304
Zotu671,2759,insect,Eukaryota,superkingdom,1,,,,,,,,2.21212E+16,ddddddddddddddddd,3,214987,Platygyra daedalea,species,0.067
Zotu672,2759,insect,Eukaryota,superkingdom,1,,,,,,,,2.22112E+15,dddddddddddddUdd,3,459534,Didymoeca costata,species,0.0448
Zotu673,2759,insect,Eukaryota,superkingdom,1,,,,,,,,2.21122E+13,dddddddddddddd,2,409284,Paragymnodinium shiwhaense,species,0.0683
Zotu674,6072,insect,Eumetazoa,clade,0.9999,Metazoa,,,,,,,212212121,ddddddddd,3,1109190,Astericola clausii,species,0.0293
Zotu675,2759,insect,Eukaryota,superkingdom,1,,,,,,,,2.21212E+21,ddddddddddaddddddddddd,2,232288,Telonema antarcticum,species,0.0397
Zotu676,2944,insect,Prorocentrum,genus,NA,,,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,,NA,NA,-1,2944,Prorocentrum,genus,0
Zotu677,2759,insect,Eukaryota,superkingdom,1,,,,,,,,2212111112,dddddddddd,2,66473,Pentapharsodinium tyrrhenicum,species,0.0673
Zotu678,2759,insect,Eukaryota,superkingdom,1,,,,,,,,2.12212E+18,ddddddddddddddddddd,2,1881884,Bathochordaeus charon,species,0.0373
Zotu679,2759,insect,Eukaryota,superkingdom,1,,,,,,,,2.21212E+24,ddddddddddddddddddddddddd,2,407301,Karlodinium veneficum,species,0.0862
Zotu680,2759,insect,Eukaryota,superkingdom,0.9967,,,,,,,,2.21211E+14,ddddddddddddddd,2,1196158,Azadinium caudatum var. margalefii,varietas,0.0343
Zotu681,2302914,insect,Chloropicon,genus,NA,Viridiplantae,Chlorophyta,Chloropicophyceae,Chloropicales,Chloropicaceae,Chloropicon,,NA,NA,-1,1764295,Chloropicon primus,species,0.0101
Zotu682,2759,insect,Eukaryota,superkingdom,1,,,,,,,,2.21212E+20,dddddddddd=dddddddcdd,2,46947,Geminigera cryophila,species,0.0802
Zotu683,46946,insect,Geminigera,genus,NA,,,Cryptophyceae,Pyrenomonadales,Geminigeraceae,Geminigera,,NA,NA,-1,46947,Geminigera cryophila,species,0.0134
Zotu684,2864,insect,Dinophyceae,class,1,,,Dinophyceae,,,,,2.21211E+16,ddddddddddddddddd,2,114254,Rhizidiomyces apophysatus,species,0.0372
Zotu685,543769,insect,Rhizaria,clade,1,,,,,,,,2.21212E+18,dddOdddddddddddcddd,2,51314,Eimeria brunetti,species,0.0888
Zotu686,116571,insect,Podoplea,superorder,1,Metazoa,Arthropoda,Hexanauplia,,,,,2.12212E+11,ddddddddaddd,2,512230,Itunella muelleri,species,0.0357
Zotu687,2759,insect,Eukaryota,superkingdom,1,,,,,,,,2.21212E+21,ddddddddddbddddddddddd,3,127148,Caecitellus parvulus,species,0.092
Zotu688,2864,insect,Dinophyceae,class,1,,,Dinophyceae,,,,,2.21211E+16,ddddddddddddddddd,2,407301,Karlodinium veneficum,species,0.0469
Zotu689,33634,insect,Stramenopiles,clade,1,,,,,,,,2.21221E+14,ddddddddddddddd,2,87105,Thraustochytrium multirudimentale,species,0.0492
Zotu690,2759,insect,Eukaryota,superkingdom,1,,,,,,,,2.21211E+14,ddddddddddddddd,2,60594,Gyrodinium,genus,0.0238
Zotu691,2759,insect,Eukaryota,superkingdom,1,,,,,,,,2.21212E+23,dddddddddddddddcdddddddd,2,987156,Stylochlamydium venustum,species,0.0492
Zotu692,2864,insect,Dinophyceae,class,1,,,Dinophyceae,,,,,2.21211E+16,ddddddddddddddddd,2,393032,Ichthyodinium chabelardi,species,0.0835
Zotu693,2864,insect,Dinophyceae,class,1,,,Dinophyceae,,,,,2.21211E+16,ddddddddddddddddd,2,393032,Ichthyodinium chabelardi,species,0.0836
Zotu694,2759,insect,Eukaryota,superkingdom,1,,,,,,,,2.22112E+11,dddddddddddd,3,13608,Mantoniella squamata,species,0.0243
Zotu695,2759,insect,Eukaryota,superkingdom,1,,,,,,,,2.22212E+14,dddPddddddddddd,2,1315715,Picomonas judraskeda,species,0.0313
Zotu696,33630,insect,Alveolata,clade,1,,,,,,,,2.21211E+13,dddddddddddddd,2,66473,Pentapharsodinium tyrrhenicum,species,0.0431
Zotu697,131567,insect,cellular organisms,no rank,NA,,,,,,,,NA,NA,-1,1930190,Suillus alpinus,species,0.0134
Zotu698,496429,insect,Gellius,subgenus,NA,Metazoa,Porifera,Demospongiae,Haplosclerida,Chalinidae,Haliclona,,NA,NA,-1,1385777,Haliclona amboinensis,species,0.0064
Zotu699,2864,insect,Dinophyceae,class,1,,,Dinophyceae,,,,,2.21211E+17,dddddddddddddMd_dd,2,1655547,Heterocapsa psammophila,species,0.0248
Zotu700,543769,insect,Rhizaria,clade,1,,,,,,,,2.21212E+18,dddddddddddddddKddd,2,160260,Labyrinthuloides yorkensis,species,0.0793
Zotu701,2759,insect,Eukaryota,superkingdom,1,,,,,,,,22121111112,ddddddddddd,2,1519425,Azadinium trinitatum,species,0.0565
Zotu702,2759,insect,Eukaryota,superkingdom,1,,,,,,,,2.21212E+24,ddddddddddddddddddddddddd,2,407301,Karlodinium veneficum,species,0.0822
Zotu703,2759,insect,Eukaryota,superkingdom,1,,,,,,,,2.21212E+16,dddddcddddddddddd,3,219809,Pseudomyrmex gracilis,species,0.1142
Zotu704,33630,insect,Alveolata,clade,1,,,,,,,,2.21211E+12,ddddddddddddd,2,66473,Pentapharsodinium tyrrhenicum,species,0.0568
Zotu705,2759,insect,Eukaryota,superkingdom,1,,,,,,,,2.22112E+12,ddddddddddddd,2,1315715,Picomonas judraskeda,species,0.0235
Zotu706,2759,insect,Eukaryota,superkingdom,1,,,,,,,,2.21122E+18,ddddddddddddddddddd,2,42384,Hyphochytrium catenoides,species,0.065
Zotu707,131567,insect,cellular organisms,no rank,NA,,,,,,,,NA,NA,-1,36754,Geodia neptuni,species,0.0127
Zotu708,2759,insect,Eukaryota,superkingdom,1,,,,,,,,2.21212E+21,ddbdddddddaddddddddddd,2,232288,Telonema antarcticum,species,0.0503
Zotu709,363324,insect,Blastodinium,genus,NA,,,Dinophyceae,Blastodiniales,,Blastodinium,,NA,NA,-1,647144,Blastodinium galatheanum,species,0.006
Zotu710,131567,insect,cellular organisms,no rank,1,,,,,,,,2.21221E+12,ddddddddddddd,2,230412,Pirsonia diadema,species,0.0586
Zotu711,157684,insect,Karlodinium,genus,NA,,,Dinophyceae,Gymnodiniales,Kareniaceae,Karlodinium,,NA,NA,-1,407301,Karlodinium veneficum,species,0.0053
Zotu712,28009,insect,Choanoflagellata,class,1,,,Choanoflagellata,,,,,2.22112E+15,dddddddddddddddd,3,28014,Diaphanoeca grandis,species,0.034
Zotu713,2870,insect,Phaeophyceae,class,NA,,,Phaeophyceae,,,,,NA,NA,-1,66220,Chordariaceae,family,0.0107
Zotu714,1,insect,root,no rank,1,,,,,,,,,,2,48534,Neottia nidus-avis,species,0.1565
Zotu715,543769,insect,Rhizaria,clade,1,,,,,,,,2.21212E+18,dddbddddddddddd^ddd,2,87111,Aplanochytrium kerguelense,species,0.0864
Zotu716,366587,insect,Lithomelissa,genus,NA,,,Polycystinea,Nassellaria,Plagiacanthidae,Lithomelissa,,NA,NA,-1,1054399,Lithomelissa setosa,species,0.0082
Zotu717,2864,insect,Dinophyceae,class,1,,,Dinophyceae,,,,,2.21211E+12,ddddddddddddd,2,39447,Gymnodinium catenatum,species,0.0361
Zotu718,2759,insect,Eukaryota,superkingdom,1,,,,,,,,2.21212E+11,dddddddddddd,2,41045,Pythium oligandrum,species,0.1318
Zotu719,2759,insect,Eukaryota,superkingdom,1,,,,,,,,2.21212E+24,ddddddddddddddddddddddddd,2,407301,Karlodinium veneficum,species,0.0834
Zotu720,119367,insect,Neocalanus,genus,NA,Metazoa,Arthropoda,Hexanauplia,Calanoida,Calanidae,Neocalanus,,NA,NA,-1,119369,Neocalanus flemingeri,species,0.0154
Zotu721,2759,insect,Eukaryota,superkingdom,1,,,,,,,,2.21212E+16,ddddddddddddddddd,2,278121,Amphibelone cultellata,species,0.0566
Zotu722,2302914,insect,Chloropicon,genus,NA,Viridiplantae,Chlorophyta,Chloropicophyceae,Chloropicales,Chloropicaceae,Chloropicon,,NA,NA,-1,1764295,Chloropicon primus,species,0.0157
Zotu723,2759,insect,Eukaryota,superkingdom,1,,,,,,,,222112121,ddddddddd,2,127547,Cruciplacolithus neohelis,species,0.0329
Zotu724,2759,insect,Eukaryota,superkingdom,0.638,,,,,,,,2.22112E+12,dddddddddddd@,3,471943,Pyramimonas gelidicola,species,0.0463
Zotu725,2864,insect,Dinophyceae,class,1,,,Dinophyceae,,,,,2.21211E+12,ddddddddddddd,2,66470,Lepidodinium,genus,0.0321
Zotu726,35094,insect,Scuticociliatia,subclass,NA,,Ciliophora,Oligohymenophorea,,,,,NA,NA,-1,211662,Schizocaryum dogieli,species,0.0072
Zotu727,2759,insect,Eukaryota,superkingdom,1,,,,,,,,2.21212E+12,ddddddddddddd,2,1132513,Euduboscquella crenulata,species,0.1108
Zotu728,131567,insect,cellular organisms,no rank,NA,,,,,,,,NA,NA,-1,1930190,Suillus alpinus,species,0.0107
Zotu729,2759,insect,Eukaryota,superkingdom,1,,,,,,,,2.12212E+11,ddddddddd8dd,2,119369,Neocalanus flemingeri,species,0.0378
Zotu730,211030,insect,Oligotrichia,subclass,NA,,Ciliophora,Spirotrichea,,,,,NA,NA,-1,641229,Pseudotontonia simplicidens,species,0.0129
Zotu731,35140,insect,Chrysochromulina,genus,NA,,Haptophyta,,Prymnesiales,Chrysochromulinaceae,Chrysochromulina,,NA,NA,-1,696961,Chrysochromulina strobilus,species,0.0115
Zotu732,33630,insect,Alveolata,clade,1,,,,,,,,2.21211E+13,dddddddddddddd,2,66473,Pentapharsodinium tyrrhenicum,species,0.0434
Zotu733,1,insect,root,no rank,1,,,,,,,,22121,ddddd,3,2957,Protodinium simplex,species,0.0962
Zotu734,2730362,insect,Pyramimonas incertae sedis,no rank,NA,Viridiplantae,Chlorophyta,Pyramimonadophyceae,Pyramimonadales,Pyramimonadaceae,Pyramimonas,,NA,NA,-1,471943,Pyramimonas gelidicola,species,0.0192
Zotu735,131567,insect,cellular organisms,no rank,1,,,,,,,,2122121222,dddddddddd,2,248751,Subeucalanus pileatus,species,0.0532
Zotu736,2759,insect,Eukaryota,superkingdom,NA,,,,,,,,NA,NA,-1,5303,Polyporales,order,0.01
Zotu737,131567,insect,cellular organisms,no rank,1,,,,,,,,2122121222,dddddddddd,2,84301,Calanus pacificus,species,0.0471
Zotu738,2864,insect,Dinophyceae,class,0.9999,,,Dinophyceae,,,,,2.21211E+15,ddddddddddddd@dd,2,1486022,Azadinium dexteroporum,species,0.0201
Zotu739,2759,insect,Eukaryota,superkingdom,1,,,,,,,,2.21211E+13,dddddddddddddd,2,60594,Gyrodinium,genus,0.036
Zotu740,2759,insect,Eukaryota,superkingdom,1,,,,,,,,2212111112,dddddddddd,2,66473,Pentapharsodinium tyrrhenicum,species,0.0591
Zotu741,6833,insect,Calanoida,order,1,Metazoa,Arthropoda,Hexanauplia,Calanoida,,,,2.12212E+11,dddddddddddd,2,119369,Neocalanus flemingeri,species,0.0207
Zotu742,131567,insect,cellular organisms,no rank,1,,,,,,,,2122121222,dddddddddd,2,84301,Calanus pacificus,species,0.0438
Zotu743,2759,insect,Eukaryota,superkingdom,1,,,,,,,,2221121212,dddddddddd,2,127567,Chrysocampanula spinifera,species,0.0231
Zotu744,35686,insect,Dictyocha,genus,NA,,,Dictyochophyceae,Dictyochales,,Dictyocha,,NA,NA,-1,35687,Dictyocha speculum,species,0.0132
Zotu745,6072,insect,Eumetazoa,clade,1,Metazoa,,,,,,,2.12212E+12,ddddddddddddd,2,1109198,Doridicola agilis,species,0.035
Zotu746,2759,insect,Eukaryota,superkingdom,1,,,,,,,,2.21212E+23,ddddddddddaddddddddddddd,2,1147772,Oxnerella micra,species,0.0472
Zotu747,2864,insect,Dinophyceae,class,NA,,,Dinophyceae,,,,,NA,NA,-1,407301,Karlodinium veneficum,species,0.0171
Zotu748,6072,insect,Eumetazoa,clade,0.9599,Metazoa,,,,,,,212212121,dddddddd`,2,1109198,Doridicola agilis,species,0.0431
Zotu749,2759,insect,Eukaryota,superkingdom,1,,,,,,,,2221121212,dddddddddd,2,118080,Phaeocystis jahnii,species,0.0241
Zotu750,211030,insect,Oligotrichia,subclass,NA,,Ciliophora,Spirotrichea,,,,,NA,NA,-1,1537145,Cyrtostrombidium paralongisomum,species,0.0071
Zotu751,2864,insect,Dinophyceae,class,1,,,Dinophyceae,,,,,2.21211E+16,ddddddddddddddddd,2,2945,Prorocentrum micans,species,0.0838
Zotu752,2759,insect,Eukaryota,superkingdom,0.9999,,,,,,,,2.21212E+22,ddddddddddbdddadddddddd,2,64657,Tremella fuciformis,species,0.0676
Zotu753,2759,insect,Eukaryota,superkingdom,0.9999,,,,,,,,22121111122,ddddddddddd,2,66473,Pentapharsodinium tyrrhenicum,species,0.0712
Zotu754,2698737,insect,Sar,clade,0.9092,,,,,,,,2.21211E+15,dddddddddddddcd[,2,66473,Pentapharsodinium tyrrhenicum,species,0.0207
Zotu755,37098,insect,Isochrysis,genus,NA,,Haptophyta,,Isochrysidales,Isochrysidaceae,Isochrysis,,NA,NA,-1,37099,Isochrysis galbana,species,0.0186
Zotu756,2944,insect,Prorocentrum,genus,NA,,,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,,NA,NA,-1,1764971,Prorocentrum nux,species,0.0087
Zotu757,2759,insect,Eukaryota,superkingdom,1,,,,,,,,2212111112,dddddddddd,2,293646,Gonyaulax polygramma,species,0.0975
Zotu758,2759,insect,Eukaryota,superkingdom,1,,,,,,,,2.21212E+21,ddddddddddddddd`dddddd,2,232288,Telonema antarcticum,species,0.0288
Zotu759,2759,insect,Eukaryota,superkingdom,1,,,,,,,,2.21212E+18,dddddddddddddddcddd,3,29199,Chlorarachnion reptans,species,0.0487
Zotu760,1779152,insect,Axinellida,order,NA,Metazoa,Porifera,Demospongiae,Axinellida,,,,NA,NA,-1,1779152,Axinellida,order,0
Zotu761,2864,insect,Dinophyceae,class,1,,,Dinophyceae,,,,,2.21211E+16,ddddddddddGdddddd,2,407301,Karlodinium veneficum,species,0.0779
Zotu762,2759,insect,Eukaryota,superkingdom,NA,,,,,,,,NA,NA,-1,2856,Cylindrotheca closterium,species,0.0028
Zotu763,2830,insect,Haptophyta,phylum,1,,Haptophyta,,,,,,2.22112E+13,dddddddddddddd,2,561169,Rebecca salina,species,0.0381
Zotu764,131567,insect,cellular organisms,no rank,NA,,,,,,,,NA,NA,-1,36754,Geodia neptuni,species,0.0068
Zotu765,41873,insect,Mamiellaceae,family,0.7648,Viridiplantae,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,,,2.22112E+15,dddddddddddddddL,2,38833,Micromonas pusilla,species,0.0233
Zotu766,37516,insect,Hydroidolina,subclass,NA,Metazoa,Cnidaria,Hydrozoa,,,,,NA,NA,-1,2747905,Sphaeronectes koellikeri,species,0.0053
Zotu767,2759,insect,Eukaryota,superkingdom,0.9995,,,,,,,,2.21212E+17,dddddddddddddddddd,2,1193135,Protoperidinium americanum,species,0.1295
Zotu768,3041,insect,Chlorophyta,phylum,1,Viridiplantae,Chlorophyta,,,,,,11112111122,ddddddddddd,2,38833,Micromonas pusilla,species,0.029
Zotu769,2759,insect,Eukaryota,superkingdom,1,,,,,,,,2.21212E+16,ddddddddddddddddd,2,278121,Amphibelone cultellata,species,0.0519
Zotu770,41873,insect,Mamiellaceae,family,0.7622,Viridiplantae,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,,,2.22112E+15,dddddddddddddddL,2,38833,Micromonas pusilla,species,0.0316
Zotu771,131567,insect,cellular organisms,no rank,1,,,,,,,,22122122111,ddddddddddd,2,42384,Hyphochytrium catenoides,species,0.0447
Zotu772,131567,insect,cellular organisms,no rank,1,,,,,,,,2.21221E+11,dddddddddddd,3,35684,Pseudopedinella elastica,species,0.0283
Zotu773,2864,insect,Dinophyceae,class,1,,,Dinophyceae,,,,,2.21211E+16,ddddddddddddddddd,2,298604,Takayama cf. pulchellum,species,0.0378
Zotu774,2759,insect,Eukaryota,superkingdom,1,,,,,,,,2.21212E+22,ddddddddddcdddddddddddd,2,188969,Rigidomastix-like sp. (SA),species,0.0915
Zotu775,41873,insect,Mamiellaceae,family,NA,Viridiplantae,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,,,NA,NA,-1,296587,Micromonas commoda,species,0.0084
Zotu776,543769,insect,Rhizaria,clade,1,,,,,,,,2.21212E+18,dddddddddd_ddddcddd,2,56743,Isoetes duriei,species,0.0785
Zotu777,6049,insect,Haplosclerida,order,1,Metazoa,Porifera,Demospongiae,Haplosclerida,,,,2.22112E+12,ddddddddddddd,2,178514,Amphimedon compressa,species,0.02
Zotu778,131567,insect,cellular organisms,no rank,1,,,,,,,,2.21221E+12,ddddddddddddd,2,210602,Nanofrustulum shiloi,species,0.0641
Zotu779,1656261,insect,Collophidium serpentinum,species,NA,,,Polycystinea,Collodaria,Collophidiidae,Collophidium,Collophidium serpentinum,NA,NA,-1,1656261,Collophidium serpentinum,species,0
Zotu780,6833,insect,Calanoida,order,0.9564,Metazoa,Arthropoda,Hexanauplia,Calanoida,,,,2.12212E+11,ddddddddddd`,2,119369,Neocalanus flemingeri,species,0.0244
Zotu781,157684,insect,Karlodinium,genus,NA,,,Dinophyceae,Gymnodiniales,Kareniaceae,Karlodinium,,NA,NA,-1,407301,Karlodinium veneficum,species,0.0053
Zotu782,2759,insect,Eukaryota,superkingdom,1,,,,,,,,2212111112,dddddddddd,2,143672,Akashiwo sanguinea,species,0.0958
Zotu783,2864,insect,Dinophyceae,class,0.9817,,,Dinophyceae,,,,,2.21211E+15,dddddddddddddddb,2,407301,Karlodinium veneficum,species,0.0201
Zotu784,131567,insect,cellular organisms,no rank,1,,,,,,,,2212212,ddddddd,3,114254,Rhizidiomyces apophysatus,species,0.049
Zotu785,118080,insect,Phaeocystis jahnii,species,NA,,Haptophyta,,Phaeocystales,Phaeocystaceae,Phaeocystis,Phaeocystis jahnii,NA,NA,-1,118080,Phaeocystis jahnii,species,0
Zotu786,158377,insect,Lecudinidae,family,1,,Apicomplexa,Conoidasida,Eugregarinorida,Lecudinidae,,,2.21212E+15,dddddddddddddddd,2,672929,Lecudina phyllochaetopteri,species,0.0624
Zotu787,6072,insect,Eumetazoa,clade,1,Metazoa,,,,,,,2.12212E+12,ddddddddddddd,2,1109198,Doridicola agilis,species,0.0312
