representative,taxID,id_method,taxon,rank,score,kingdom,phylum,class,order,family,genus,species,path,scores,reason,NNtaxID,NNtaxon,NNrank,NNdistance
Zotu1634,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11111E+22,dddddddddFddcddddaddYdd,2,109777,Triops granarius,species,0.1482
Zotu1635,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11111E+23,ddd>ddddd`dddddddddd^dPd,2,187706,Tomocerus minor,species,0.1287
Zotu1636,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11222E+14,ddddddddddddddd,2,589666,Ceratosoma amoenum,species,0.1372
Zotu1637,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11111E+21,dddddddddddddddddddddd,2,1522339,Elysia orientalis,species,0.1701
Zotu1638,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11222E+14,ddddddddddddddd,2,305493,Eucheuma denticulatum,species,0.1376
Zotu1639,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11111E+21,dddCddddd[ddddddddddad,2,28860,Pterocladiella melanoidea,species,0.1278
Zotu1640,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11222E+15,dddddddddddddddd,2,1526596,Pyropia orbicularis,species,0.1238
Zotu1641,2759,insect,Eukaryota,superkingdom,1,,,,,,,,11122221121,ddd4dddEddd,2,327986,Crassitegula walsinghamii,species,0.1392
Zotu1642,1,insect,root,no rank,1,,,,,,,,,,2,942651,Polymastia boletiformis,species,0.1735
Zotu1643,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11222E+14,ddddddddddddddd,2,305493,Eucheuma denticulatum,species,0.1417
Zotu1644,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11222E+16,ddddddddddddcd\dd,2,2202239,Vertebrata woodii,species,0.1193
Zotu1645,2759,insect,Eukaryota,superkingdom,1,,,,,,,,11111122121,ddddddddddd,2,871019,Chandlerella quiscali,species,0.1916
Zotu1646,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11111E+21,dddCddddd[ddddddddddad,2,1928770,Episymploce spinosa,species,0.1344
Zotu1647,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11222E+14,ddddddddddddddd,2,319519,Leptofauchea pacifica,species,0.1433
Zotu1648,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11222E+18,dddddddRdddYddddddd,2,1174609,Goniobranchus vibratus,species,0.1221
Zotu1649,2759,insect,Eukaryota,superkingdom,1,,,,,,,,11122221121,dddEdddcddd,2,1421144,Olivella baetica,species,0.1327
Zotu1650,1,insect,root,no rank,NA,,,,,,,,NA,NA,8,257610,Plocamium mertensii,species,0.1119
Zotu1651,1,insect,root,no rank,1,,,,,,,,,,2,316219,Rhizophysa eysenhardti,species,0.1731
Zotu1652,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11111E+21,dddOdddddcdddddddddd^d,2,6344,Arenicola marina,species,0.1392
Zotu1653,1,insect,root,no rank,NA,,,,,,,,NA,NA,8,121477,Aplysina cavernicola,species,0.0948
Zotu1654,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11222E+18,dddddddRdddYddddddd,2,1755259,Heliodiaptomus cinctus,species,0.114
Zotu1655,81001,insect,Plakinidae,family,1,Metazoa,Porifera,Homoscleromorpha,Homosclerophorida,Plakinidae,,,1.11211E+16,dddddddddddddddd`,2,1940113,Oscarella pearsei,species,0.035
Zotu1656,2759,insect,Eukaryota,superkingdom,1,,,,,,,,11122221121,ddd;dddGddd,2,1234972,Cambarincola ingens,species,0.1164
Zotu1657,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11222E+16,ddddddddddddadddd,2,1391591,Nonarthra nigricolle,species,0.1401
Zotu1658,2830,insect,Haptophyceae,class,1,,,Haptophyceae,,,,,1.11222E+16,ddddddddddddddddd,2,545086,Copilia mirabilis,species,0.1392
Zotu1659,1003176,insect,Kareniaceae,family,NA,,,Dinophyceae,Gymnodiniales,Kareniaceae,,,NA,NA,-1,387435,Takayama acrotrocha,species,0.0089
Zotu1660,2953,insect,Gymnodiniales,order,1,,,Dinophyceae,Gymnodiniales,,,,1.11111E+15,dddddddddddddddd,2,387435,Takayama acrotrocha,species,0.0298
Zotu1661,1,insect,root,no rank,1,,,,,,,,,,2,64931,Splachnidium rugosum,species,0.1826
Zotu1662,2759,insect,Eukaryota,superkingdom,0.9908,,,,,,,,1.11222E+17,dddddddddd@ddc`ddc,2,460691,Cadlina flavomaculata,species,0.1645
Zotu1663,33634,insect,Stramenopiles,no rank,0.7623,,,,,,,,1.11222E+14,dddddddddddddYL,2,999276,Pleuroloba quoyi,species,0.1254
Zotu1664,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11222E+15,dddddddddddddddd,2,1981004,Columbella rustica,species,0.127
Zotu1665,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11222E+15,dddddddddddddddd,2,2787,Porphyra purpurea,species,0.1327
Zotu1666,2759,insect,Eukaryota,superkingdom,0.7553,,,,,,,,1.11222E+15,ddddddddddddUddL,2,122969,Euchorthippus pulvinatus,species,0.1099
Zotu1667,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11222E+15,dddddddddddddddd,2,413239,Chrysoperla nipponensis,species,0.1254
Zotu1668,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11222E+18,ddddddd<ddddddddddd,2,1302334,Willowsia japonica,species,0.1278
Zotu1669,500008,insect,Leptothecata,order,0.9229,Metazoa,Cnidaria,Hydrozoa,Leptothecata,,,,1.11211E+14,dddddddddRJdcE\,2,400838,Pelagia noctiluca,species,0.1384
Zotu1670,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11111E+23,dddadddddadddddddddddd\d,2,67913,Sirodotia huillensis,species,0.136
Zotu1671,2759,insect,Eukaryota,superkingdom,0.5861,,,,,,,,1.11222E+20,dddddddbdddddddddddd;,2,1141738,Bossiella frondescens,species,0.123
Zotu1672,33208,insect,Metazoa,kingdom,1,Metazoa,,,,,,,1.11222E+18,dddddddRdddGddbdddd,2,1155452,Rhagada elachystoma,species,0.1189
Zotu1673,2759,insect,Eukaryota,superkingdom,0.5861,,,,,,,,1.11222E+20,dddddddbdddddddddddd;,2,52928,Nerita albicilla,species,0.1303
Zotu1674,33634,insect,Stramenopiles,no rank,0.9789,,,,,,,,1.11222E+14,dddddddddddddcb,2,16752,Houttuynia cordata,species,0.1384
Zotu1675,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11222E+15,cdddddddddcdddPd,2,35122,Macrocystis pyrifera,species,0.1124
Zotu1676,2759,insect,Eukaryota,superkingdom,0.5901,,,,,,,,1.11222E+19,ddddddddddddddddddd;,2,1610063,Fleutiauxellus yezoensis,species,0.1563
Zotu1677,2759,insect,Eukaryota,superkingdom,0.9968,,,,,,,,1.11222E+15,dddddddddddddddd,2,31481,Hildenbrandia rubra,species,0.123
Zotu1678,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11111E+21,dddWdddddcddddddddddLd,2,12928,Alviniconcha hessleri,species,0.1327
Zotu1679,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11222E+13,dddIdddIddd9dd,2,1911541,Pterocladiella media,species,0.1148
Zotu1680,2759,insect,Eukaryota,superkingdom,0.9999,,,,,,,,1.11222E+20,ddddddd_dddGddddd[dcd,2,360968,Clavularia inflata,species,0.1221
Zotu1681,1,insect,root,no rank,1,,,,,,,,,,2,290866,Patelloida chamorrorum,species,0.1601
Zotu1682,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11111E+21,dddCddddd[ddddddddddad,2,28860,Pterocladiella melanoidea,species,0.136
Zotu1683,1,insect,root,no rank,1,,,,,,,,,,2,1431346,Eimeria innocua,species,0.1708
Zotu1684,1,insect,root,no rank,NA,,,,,,,,NA,NA,8,1863025,Felimida binza,species,0.1513
Zotu1685,2302914,insect,Chloropicon,genus,1,Viridiplantae,Chlorophyta,Chloropicophyceae,Chloropicales,Chloropicaceae,Chloropicon,,1.11222E+19,dddddddddddddcdddddd,0,1764295,Chloropicon primus,species,0.1213
Zotu1686,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11111E+21,ddd\ddddddddddddddddbd,2,2078665,Ptilophora aureolusa,species,0.1372
Zotu1687,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11111E+19,dddddddddddddddddddd,2,1154737,Glaucus atlanticus,species,0.1824
Zotu1688,1,insect,root,no rank,NA,,,,,,,,NA,NA,8,903843,Heliodiaptomus nipponicus,species,0.1405
Zotu1689,1,insect,root,no rank,1,,,,,,,,,,2,2025590,Eunicella albicans,species,0.185
Zotu1690,2759,insect,Eukaryota,superkingdom,0.6786,,,,,,,,1.11222E+13,^ddddddddd@ddD,2,1888260,Thalamita gatavakensis,species,0.1311
Zotu1691,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11222E+14,ddddddddddddddd,2,1042120,Acrochaetium moniliforme,species,0.1401
Zotu1692,2759,insect,Eukaryota,superkingdom,0.9999,,,,,,,,1.11222E+17,ddddcddddddddddddd,2,158647,Hypoglossum hypoglossoides,species,0.105
Zotu1693,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11222E+13,dddIdddIddd9dd,2,35198,Phacelocarpus peperocarpos,species,0.1409
Zotu1694,6341,insect,Polychaeta,class,0.844,Metazoa,Annelida,Polychaeta,,,,,2.22122E+17,dddddddddddddM`d]T,2,1931187,Laonice weddellia,species,0.1189
Zotu1695,1,insect,root,no rank,1,,,,,,,,,,2,1544666,Polymastia bartletti,species,0.1772
Zotu1696,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11222E+15,dddddddddddddddd,2,2787,Porphyra purpurea,species,0.1417
Zotu1697,1,insect,root,no rank,NA,,,,,,,,NA,NA,8,89427,Conus virgo,species,0.18
Zotu1698,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11222E+16,ddddddddddddbdddd,2,563105,Hapalocarcinus marsupialis,species,0.1401
Zotu1699,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11111E+23,dddbdddddUdddddddddddd]d,2,926314,Sulawesidrobia posoensis,species,0.1295
Zotu1700,1,insect,root,no rank,1,,,,,,,,,,2,149960,Partula taeniata,species,0.1539
Zotu1701,2830,insect,Haptophyceae,class,1,,,Haptophyceae,,,,,1.11222E+16,ddddddddddddddddd,2,71315,Jorunna tomentosa,species,0.1278
Zotu1702,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11222E+14,ddddddddddddddd,2,1194623,Lepidochaetus brasilense,species,0.1303
Zotu1703,33634,insect,Stramenopiles,no rank,0.9787,,,,,,,,1.11222E+14,dddddddddd`dd4b,2,241666,Scutigerina weberi,species,0.1555
Zotu1704,1,insect,root,no rank,1,,,,,,,,,,2,2005024,Fluminicola fresti,species,0.1859
Zotu1705,1,insect,root,no rank,1,,,,,,,,,,2,1588333,Oulema duftschmidi,species,0.1962
Zotu1706,1,insect,root,no rank,1,,,,,,,,,,2,316219,Rhizophysa eysenhardti,species,0.1805
Zotu1707,131567,insect,cellular organisms,no rank,1,,,,,,,,1.11111E+17,dddddddddddddddddd,2,1842846,Nassarius mendicus,species,0.1383
Zotu1708,1,insect,root,no rank,1,,,,,,,,,,2,74381,Undaria pinnatifida,species,0.1675
Zotu1709,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11222E+15,dddddddddddddddd,2,52928,Nerita albicilla,species,0.1482
Zotu1710,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11222E+14,ddddddddddddddd,2,589666,Ceratosoma amoenum,species,0.1339
Zotu1711,2759,insect,Eukaryota,superkingdom,0.7417,,,,,,,,1.11222E+20,ddddddd^ddddddddddddJ,2,537799,Neritina pulligera,species,0.1661
Zotu1712,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11222E+13,dddddddbdddddd,2,1154737,Glaucus atlanticus,species,0.1743
Zotu1713,2759,insect,Eukaryota,superkingdom,0.5861,,,,,,,,1.11222E+20,dddddddbdddddddddddd;,2,1815032,Amphiophiura inops,species,0.1409
Zotu1714,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11111E+21,dddCddddd[ddddddddddad,2,1928770,Episymploce spinosa,species,0.1392
Zotu1715,2759,insect,Eukaryota,superkingdom,1,,,,,,,,11122221121,ddd4dddEddd,2,327986,Crassitegula walsinghamii,species,0.1425
Zotu1716,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11111E+23,dddbdddddUdddddddddddd]d,2,926314,Sulawesidrobia posoensis,species,0.1368
Zotu1717,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11222E+15,dddddddddddccddd,2,2787,Porphyra purpurea,species,0.1555
Zotu1718,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11222E+13,dddIdddIddd9dd,2,35198,Phacelocarpus peperocarpos,species,0.1384
Zotu1719,2759,insect,Eukaryota,superkingdom,0.9921,,,,,,,,1.11222E+14,dddbdddddddQddc,2,619971,Babylonia zeylanica,species,0.162
Zotu1720,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11111E+21,dddCddddd[ddddddddddad,2,28860,Pterocladiella melanoidea,species,0.1531
Zotu1721,33213,insect,Bilateria,no rank,1,Metazoa,,,,,,,1.11111E+21,ddd]ddddddddddddddddGd,2,1553755,Stenus excubitor,species,0.1339
Zotu1722,2830,insect,Haptophyceae,class,1,,,Haptophyceae,,,,,1.11222E+16,ddddddddddddddddd,2,511349,Yarepotamon gracilipa,species,0.1124
Zotu1723,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11222E+13,dddIdddIddd9dd,2,35198,Phacelocarpus peperocarpos,species,0.1384
Zotu1724,2759,insect,Eukaryota,superkingdom,0.5861,,,,,,,,1.11222E+20,dddddddbdddddddddddd;,2,52928,Nerita albicilla,species,0.1173
Zotu1725,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11222E+15,dddddddddddd`ddd,2,362314,Pleuroxus denticulatus,species,0.136
Zotu1726,2759,insect,Eukaryota,superkingdom,0.9999,,,,,,,,1.11222E+15,ddddddddddddcddd,2,1204437,Membranoptera platyphylla,species,0.105
Zotu1727,1,insect,root,no rank,1,,,,,,,,,,2,1986882,Tettigades chilensis,species,0.1815
Zotu1728,2759,insect,Eukaryota,superkingdom,1,,,,,,,,11122222122,dddddddLddd,2,87244,Chnoospora implexa,species,0.1278
Zotu1729,72033,insect,Siphonostomatoida,order,0.8416,Metazoa,Arthropoda,Hexanauplia,Siphonostomatoida,,,,1.11222E+11,dbdddddddddT,2,6832,Tigriopus californicus,species,0.1409
Zotu1730,2759,insect,Eukaryota,superkingdom,0.7648,,,,,,,,1.11222E+15,ddddddddddddcddL,2,1912056,Bembidion aethiopicum,species,0.1197
Zotu1731,2759,insect,Eukaryota,superkingdom,1,,,,,,,,11122221121,dddUddddddd,2,499903,Cladonema pacificum,species,0.1327
Zotu1732,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11111E+20,dddddddddcdd=dddddddd,2,1732139,Axius stirynchus,species,0.2363
Zotu1733,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11222E+16,ddddddddddcdddSXd,2,307894,Astralium rhodostomum,species,0.1392
Zotu1734,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11222E+15,dddddddddddddddd,2,1577094,Fungicola syzygia,species,0.1425
Zotu1735,33634,insect,Stramenopiles,no rank,0.9787,,,,,,,,1.11222E+14,dddddddddd`dd4b,2,1223578,Gomphonema clevei,species,0.1116
Zotu1736,2864,insect,Dinophyceae,class,0.933,,,Dinophyceae,,,,,1.11111E+11,ddddddddddd],2,66792,Pyrocystis noctiluca,species,0.0677
Zotu1737,1,insect,root,no rank,1,,,,,,,,,,2,39572,Meiodiscus spetsbergensis,species,0.1781
Zotu1738,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1112222,ddddddd,2,183972,Hygrophorus agathosmus,species,0.1295
Zotu1739,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11111E+21,dddWdddddcddddddddddLd,2,12928,Alviniconcha hessleri,species,0.1319
Zotu1740,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11222E+15,dddddddddddd>ddd,2,2893,Petalonia fascia,species,0.114
Zotu1741,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11111E+22,ddddddddd:dd[dddd_dd@dd,2,266003,Trochulus sericeus,species,0.1624
Zotu1742,2759,insect,Eukaryota,superkingdom,0.9959,,,,,,,,1.11222E+14,Hdddddddddddddd,2,52638,Gammarus fossarum,species,0.1555
Zotu1743,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11222E+14,ddddddddddddddd,2,319519,Leptofauchea pacifica,species,0.1311
Zotu1744,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11111E+21,dddYddddd\dddddddddddd,2,1464550,Fluviopupa espiritusantoana,species,0.1502
Zotu1745,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11111E+23,dddbdddddUdddddddddddd]d,2,137621,Arcyria cinerea,species,0.1327
Zotu1746,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11222E+15,dddddddddddddddd,2,6680,Megabalanus rosa,species,0.1278
Zotu1747,2759,insect,Eukaryota,superkingdom,0.9362,,,,,,,,1.11222E+15,ddddddddddddbdd^,2,1141067,Talara esperanza,species,0.1107
Zotu1748,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11222E+18,ddddddddddddcdddddd,2,1076719,Oxymeris maculata,species,0.136
Zotu1749,1,insect,root,no rank,NA,,,,,,,,NA,NA,8,2866,Crypthecodinium cohnii,species,0.1861
Zotu1750,1,insect,root,no rank,NA,,,,,,,,NA,NA,8,37420,Tetraphis pellucida,species,0.1697
Zotu1751,545087,insect,Mecynocera,genus,NA,Metazoa,Arthropoda,Hexanauplia,Calanoida,Mecynoceridae,Mecynocera,,NA,NA,-1,545088,Mecynocera clausi,species,0.0033
Zotu1752,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11222E+14,ddddddddddddddd,2,305493,Eucheuma denticulatum,species,0.1409
Zotu1753,33634,insect,Stramenopiles,no rank,1,,,,,,,,1.11222E+15,ddddddddddddd?bd,2,52928,Nerita albicilla,species,0.158
Zotu1754,1,insect,root,no rank,1,,,,,,,,,,2,1391052,Tentorium papillatum,species,0.1927
Zotu1755,2759,insect,Eukaryota,superkingdom,0.5861,,,,,,,,1.11222E+20,dddddddbdddddddddddd;,2,52928,Nerita albicilla,species,0.1278
Zotu1756,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11222E+18,dddddddRdddYddddddd,2,1353399,Longpotamon acutum,species,0.127
Zotu1757,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11222E+14,ddddddddddddddd,2,1042120,Acrochaetium moniliforme,species,0.1335
Zotu1758,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11111E+21,dddLdddddddddddddddd7d,2,328250,Fluminicola multifarius,species,0.1441
Zotu1759,2759,insect,Eukaryota,superkingdom,0.9995,,,,,,,,1.11222E+15,ddddddddddcddddd,2,93361,Cicindela lepida,species,0.1344
Zotu1760,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11111E+21,dddCddddd[ddddddddddad,2,209631,Acrochaetium secundatum,species,0.1319
Zotu1761,33213,insect,Bilateria,no rank,1,Metazoa,,,,,,,2.22221E+19,ddd_ddddddR]dTI`dddd,2,288803,Tanytarsus gracilentus,species,0.1026
Zotu1762,1,insect,root,no rank,1,,,,,,,,,,2,903843,Heliodiaptomus nipponicus,species,0.1653
Zotu1763,2759,insect,Eukaryota,superkingdom,0.9999,,,,,,,,1.11222E+15,dddddddddddddddd,2,929462,Pteraeolidia ianthina,species,0.1726
Zotu1764,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11111E+19,dddMdddddddddddddddd,2,692600,Conasprella ione,species,0.1335
Zotu1765,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11111E+23,dddFdddddcdddddddddd]d=d,2,940128,Titanophycus validus,species,0.1156
Zotu1766,2759,insect,Eukaryota,superkingdom,0.5861,,,,,,,,1.11222E+20,dddddddbdddddddddddd;,2,52928,Nerita albicilla,species,0.1335
Zotu1767,33634,insect,Stramenopiles,no rank,1,,,,,,,,1.11222E+15,dddddddddddddb\d,2,4787,Phytophthora infestans,species,0.0871
Zotu1768,2759,insect,Eukaryota,superkingdom,0.5861,,,,,,,,1.11222E+20,dddddddbdddddddddddd;,2,319519,Leptofauchea pacifica,species,0.1344
Zotu1769,2759,insect,Eukaryota,superkingdom,0.5861,,,,,,,,1.11222E+20,dddddddbdddddddddddd;,2,319519,Leptofauchea pacifica,species,0.1376
Zotu1770,33634,insect,Stramenopiles,no rank,1,,,,,,,,1.11222E+15,dddddddddddddCdd,2,582332,Mytella charruana,species,0.1482
Zotu1771,2759,insect,Eukaryota,superkingdom,1,,,,,,,,11122221121,ddd?dddcddd,2,70838,Pterocladiella capillacea,species,0.123
Zotu1772,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11222E+14,ddddddddddddddd,2,2007182,Bryothamnion seaforthii,species,0.094
Zotu1773,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11222E+13,dddIdddIddd9dd,2,69143,Batrachospermum gelatinosum,species,0.136
Zotu1774,2759,insect,Eukaryota,superkingdom,1,,,,,,,,11122221121,ddd;dddGddd,2,1234972,Cambarincola ingens,species,0.1132
Zotu1775,1,insect,root,no rank,NA,,,,,,,,NA,NA,8,7739,Branchiostoma floridae,species,0.1541
Zotu1776,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11222E+19,dddddddddddddddddddd,2,417197,Parviphycus adnatus,species,0.1148
Zotu1777,2759,insect,Eukaryota,superkingdom,0.9983,,,,,,,,1.11222E+14,ddddddd`ddddadd,2,7673,Tripneustes gratilla,species,0.1718
Zotu1778,136189,insect,Oithonidae,family,1,Metazoa,Arthropoda,Hexanauplia,Cyclopoida,Oithonidae,,,1.11222E+16,dZddddddddddd`ddd,2,111217,Brontispa longissima,species,0.1295
Zotu1779,2759,insect,Eukaryota,superkingdom,0.9997,,,,,,,,1.11222E+19,ddddddddddddFddbdddd,2,51070,Seriatopora hystrix,species,0.1083
Zotu1780,1,insect,root,no rank,1,,,,,,,,,,2,2025590,Eunicella albicans,species,0.1785
Zotu1781,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11111E+21,dddWdddddcddddddddddLd,2,1553753,Stenus crassus,species,0.1384
Zotu1782,33634,insect,Stramenopiles,no rank,1,,,,,,,,1.11222E+15,dddddddddddddRdd,2,105404,Agarum clathratum,species,0.1449
Zotu1783,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11222E+15,dddddddcddddPddd,2,1078508,Menathais bimaculata,species,0.1156
Zotu1784,1,insect,root,no rank,NA,,,,,,,,NA,NA,8,1803387,Spermophagus niger,species,0.1336
Zotu1785,2759,insect,Eukaryota,superkingdom,0.9997,,,,,,,,1.11222E+20,dddddddbddddddddddddd,2,607701,Callianassa kraussi,species,0.147
Zotu1786,2830,insect,Haptophyceae,class,1,,,Haptophyceae,,,,,1.11222E+16,ddddddddddddddddd,2,489736,Horatosphaga tenera,species,0.136
Zotu1787,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11222E+14,ddddddddddddddd,2,305493,Eucheuma denticulatum,species,0.1311
Zotu1788,2759,insect,Eukaryota,superkingdom,1,,,,,,,,11122221121,ddd8dddcddd,2,209631,Acrochaetium secundatum,species,0.1173
Zotu1789,1,insect,root,no rank,NA,,,,,,,,NA,NA,8,555049,Sinodiaptomus valkanovi,species,0.155
Zotu1790,33317,insect,Protostomia,no rank,1,Metazoa,,,,,,,1.11111E+24,ddd6dddddddddddddddd=d<dd,2,935651,Helminthocladia calvadosii,species,0.1311
Zotu1791,2759,insect,Eukaryota,superkingdom,1,,,,,,,,11122221121,ddd;dddGddd,2,1234972,Cambarincola ingens,species,0.1075
Zotu1792,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11222E+15,dddddddddddddddd,2,106754,Goniopsis cruentata,species,0.1254
Zotu1793,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11222E+14,ddddddddddddddd,2,305493,Eucheuma denticulatum,species,0.1376
Zotu1794,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11222E+15,ddddddddddddcddd,2,334752,Calliptamus italicus,species,0.1425
Zotu1795,2759,insect,Eukaryota,superkingdom,0.5861,,,,,,,,1.11222E+20,dddddddbdddddddddddd;,2,319519,Leptofauchea pacifica,species,0.1401
Zotu1796,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11222E+14,ddddddddddddddd,2,319519,Leptofauchea pacifica,species,0.1417
Zotu1797,2759,insect,Eukaryota,superkingdom,0.9984,,,,,,,,1.11222E+15,ddddddddddaddddd,2,146274,Ocenebra erinacea,species,0.1124
Zotu1798,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11222E+14,ddddddddddddddd,2,319519,Leptofauchea pacifica,species,0.1303
Zotu1799,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11222E+20,bddd]ddTdddBdddddZd\d,2,411429,Anelosimus jucundus,species,0.1022
Zotu1800,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11222E+15,dddddddddddd>ddd,2,2893,Petalonia fascia,species,0.1205
Zotu1801,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11222E+18,dddddddRdddYddddddd,2,530585,Tergipes antarcticus,species,0.1205
Zotu1802,1,insect,root,no rank,1,,,,,,,,,,2,252580,Myosotella myosotis,species,0.1902
Zotu1803,1,insect,root,no rank,1,,,,,,,,,,2,40252,Trichomya hirsuta,species,0.1857
Zotu1804,2759,insect,Eukaryota,superkingdom,0.5861,,,,,,,,1.11222E+20,dddddddbdddddddddddd;,2,52928,Nerita albicilla,species,0.1335
Zotu1805,88770,insect,Panarthropoda,no rank,1,Metazoa,,,,,,,1.11222E+22,ddddddd`dddRddcddFdcd?d,2,980199,Salispina spinosa var. spinosa,varietas,0.1002
Zotu1806,2759,insect,Eukaryota,superkingdom,0.5861,,,,,,,,1.11222E+20,dddddddbdddddddddddd;,2,508943,Morula spinosa,species,0.1368
Zotu1807,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11222E+14,ddddddddddddddd,2,1042120,Acrochaetium moniliforme,species,0.1433
Zotu1808,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11222E+15,dddddddddddddddd,2,299206,Leucocryptos marina,species,0.1392
Zotu1809,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11111E+18,ddddddddddddPdddddd,2,335531,Nerita balteata,species,0.1134
Zotu1810,1,insect,root,no rank,1,,,,,,,,,,2,475993,Polymastia corticata,species,0.1767
Zotu1811,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11222E+18,dddddddRdddYddddddd,2,251518,Eudiaptomus graciloides,species,0.1254
Zotu1812,2759,insect,Eukaryota,superkingdom,0.9766,,,,,,,,1.11222E+13,dddddddddd[ddb,2,205596,Genetta servalina,species,0.1629
Zotu1813,2759,insect,Eukaryota,superkingdom,0.9993,,,,,,,,1.11222E+13,dddddddddddddd,2,2078665,Ptilophora aureolusa,species,0.1429
Zotu1814,2759,insect,Eukaryota,superkingdom,0.8526,,,,,,,,1.11222E+19,dddddddddddcdddddcdU,2,1086776,Pipunculus hertzogi,species,0.1555
Zotu1815,2759,insect,Eukaryota,superkingdom,1,,,,,,,,1.11111E+21,dddWdddddcddddddddddLd,2,466567,Leuctra duplicata,species,0.1392
